"","MD_ULRG_01_A","MD_ULRG_02_A","MD_ULRG_03_A","MD_ULRG_04_A","MD_ULRG_05_A","MD_ULRG_06_A","MD_ULRG_07_A","MD_ULRG_08_A","MD_ULRG_09_A","MD_ULRG_10_A","MD_ULRG_11_A","MD_ULRG_12_A","MD_ULRG_13_A","MD_ULRG_14_A","MD_ULRG_01_B","MD_ULRG_02_B","MD_ULRG_03_B","MD_ULRG_04_B","MD_ULRG_05_B","MD_ULRG_06_B","MD_ULRG_07_B","MD_ULRG_08_B","MD_ULRG_09_B","MD_ULRG_10_B","MD_ULRG_11_B","MD_ULRG_12_B","MD_ULRG_13_B","MD_ULRG_14_B"
"308",6209,7646,13760,41092,20711,9509,67057,7169,33262,26175,5653,16415,2698,3983,5008,3203,2616,2523,31249,6163,11026,2946,5356,22107,4915,3822,3453,21204
"309",2798,30420,3245,8672,21061,3772,4603,21881,2417,8728,7129,7183,7778,8874,4169,13834,15919,3525,6571,6724,13630,1e+05,10375,4068,9435,6363,9966,50071
"310",14624,4489,27052,5850,4586,14060,29284,21814,10821,17132,16747,50415,5622,22746,3858,80012,2915,3185,53128,4563,15947,54013,3652,9402,7042,19897,2070,4142
"311",38385,3790,3517,15519,5466,5001,8329,39754,4743,4601,7776,5604,6774,5180,20057,10753,31178,5833,4963,3971,3521,2686,2897,61253,4521,5154,20463,58528
"312",5001,4689,7454,38726,7141,2525,5293,21552,5957,5744,7252,9288,6401,4229,3084,3025,11689,23521,3349,5657,4191,11824,3429,3510,4466,11455,15410,17804
"313",5630,55579,5697,3055,6146,19897,14471,13864,8549,9778,10457,10873,29791,17645,3772,13592,3931,8634,15578,5799,6158,3304,2665,4410,19519,9924,15732,1e+05
"314",5222,8553,8574,11662,2817,4635,5462,6426,13253,3446,7886,4702,2558,19294,8974,7191,8658,19217,21515,4036,3722,8025,10716,22880,20325,5435,3948,12327
"315",3501,3475,7759,12216,16464,3975,3309,3478,55422,5230,9019,3730,11626,11981,4189,7560,5784,15212,17424,12883,18886,2943,12991,6240,9962,14496,17709,4569
"316",2515,4299,14460,2897,10619,4265,3951,9812,6640,3060,39815,3777,2574,3473,7412,7990,5614,4797,3408,4584,2953,6534,4134,3154,4429,14893,14529,1e+05
"317",11682,2485,5573,9182,3956,6523,10783,6931,4211,13876,5355,52382,5922,1e+05,10798,5125,8413,22228,11004,4674,11012,4367,10220,25610,5685,6086,14761,15797
"318",19520,2909,11016,11437,17039,7812,3420,13858,15186,2687,6070,5704,14339,14583,6807,3462,17305,9464,5653,3886,7320,4391,10929,4298,8351,39750,2456,7999
"319",3567,26484,19663,16756,19492,3310,17820,2413,12207,2792,18258,9518,9064,3730,42719,2981,4603,5921,5458,4420,7397,4473,21790,6158,3908,11037,11335,16652
"320",9796,3365,26008,57254,7661,5636,4547,36263,30341,12041,9145,15960,10202,9978,3344,4186,2761,27477,13263,37178,12863,7857,9252,4545,8456,27408,7968,30785
"321",7908,2880,8821,4447,5252,11066,6415,11380,43785,5492,2919,5274,10070,11642,3141,6031,2901,6663,1e+05,2606,4616,21795,47459,35940,7029,8567,5123,26358
"322",22612,13532,5535,10474,12569,12069,5399,2677,14952,9058,2466,30570,2680,24035,21338,9260,66585,9139,9305,11208,6588,4375,4288,22334,22423,3435,3776,5323
"323",8136,11760,6283,14782,7508,33618,13335,7303,2991,13235,8279,11235,15523,33673,3866,22143,30455,2684,3981,20374,7072,8924,5829,19839,7834,8139,9573,19116
"324",18997,3772,16145,8269,12973,8762,14688,13371,3636,2725,2874,20127,25423,6575,5149,5369,4858,8252,9883,7942,5027,3315,3265,10510,6377,3116,4259,7153
"325",7028,5053,10983,9213,13528,4107,3153,4415,6132,23352,24966,5922,27203,42426,24461,6434,3247,2715,35965,19583,21296,5165,5402,9709,41029,10214,2760,15751
"326",20766,16366,12865,4786,16212,13605,2777,8340,7974,3262,6089,6558,38102,20721,32230,4338,5264,3779,5284,4625,9876,6694,3002,2614,29115,4439,17526,5995
"327",10110,28637,38907,8513,3898,5792,6287,8264,2886,6755,5948,10704,3744,11764,10220,6710,8353,8116,20050,6458,4744,4480,3975,23498,3577,17915,4549,9472
"328",8986,2915,9386,28370,11520,3119,36364,4870,3702,21883,7029,2778,2973,41349,10987,3896,25691,2560,17440,3691,7523,7221,2594,25275,7901,7455,16069,22664
"329",11320,12517,2764,7959,6632,21264,9278,10015,8029,7532,4834,2979,10644,3341,8634,14968,10128,8004,16570,22629,12743,28180,6960,7487,9919,20390,11267,3532
"330",2835,21632,4114,26372,6722,4735,4724,17025,4734,9266,4508,4793,14311,21036,18641,8290,46288,4447,3651,6424,3965,40944,2710,4663,46450,7390,3597,16773
"331",4287,9329,11809,9242,14533,3725,3803,33544,5345,5325,20942,13215,25436,6490,5718,25500,3728,2431,2602,7666,5799,5696,3070,4323,2807,5884,43558,26888
"332",10023,5896,6581,4819,6605,14402,8608,12752,7410,10645,6673,8706,6682,11208,31071,3857,5779,10254,11351,16224,2731,11514,5351,25086,3110,30775,8466,20849
"333",5596,3194,13742,35698,9040,2720,5118,5604,28963,3508,4909,9068,41683,10411,7324,7068,5540,4547,2581,2743,6388,28061,3251,3427,6768,5263,2977,4343
"334",10603,15872,16050,8750,9339,5656,4042,6228,5907,2911,39475,7370,8594,10990,20073,10904,8109,4050,7315,6914,4605,43038,5743,4321,4115,7818,3862,23259
"335",7276,7637,3159,8556,4944,8065,5678,9428,69010,3718,22869,54772,6296,28796,8557,13766,27675,7412,2845,4175,4418,41092,2662,17949,3113,18520,3094,10418
"336",18909,42653,8687,10070,44843,2992,13205,15178,3260,10611,4798,10791,8661,7969,5113,5273,2869,8468,5003,6022,15997,10479,5611,8833,6344,7543,5175,19960
"337",2480,15634,3009,7436,24666,6351,5907,13702,12195,6236,10119,6645,20288,15715,17214,9677,6475,8860,22584,9705,2899,19723,10340,11454,45864,12918,17581,16099
"338",14883,11976,38991,9752,14118,9759,4746,2459,10797,3033,21551,7242,2927,20811,5430,22608,1e+05,22380,4347,30167,12336,7671,16374,2907,6256,10260,31670,30037
"339",10892,10200,9876,3958,3158,12629,14681,12516,3356,5233,8669,25718,10460,5148,4598,84953,3561,8337,4448,5086,3286,5513,2490,11063,14847,3512,2191,7462
"340",47794,2916,9704,5394,4551,NA,3284,22630,8608,19113,3859,12576,8018,2589,2512,9001,8930,20153,9681,5025,10090,11888,19578,4248,19699,9679,38662,2679
"341",5537,18094,8440,3130,1e+05,NA,3590,5318,3573,12925,5538,10549,4469,19974,24896,24203,12380,3636,8061,10151,6155,4862,6587,4030,20997,3604,2102,8168
"342",20802,11478,6677,19345,3961,NA,4040,9218,2406,4653,8147,14984,9652,15089,9595,29506,10473,3088,6143,7592,15364,3501,7640,7039,4308,3907,21903,75059
"343",38311,61792,4920,3111,7188,NA,3339,46271,13288,7270,5176,5530,3666,4876,5292,5810,4859,3698,7819,3193,9582,9247,2869,29357,9357,16780,8034,4239
"344",4461,5468,10829,9087,7250,NA,6537,5936,14896,3542,6912,4460,10678,5980,8268,4126,22456,6309,7774,20783,3217,6698,4278,5555,4920,3031,18886,23254
"345",5658,14058,7297,23343,4517,NA,9771,4316,4259,12752,4399,29954,2551,20055,25706,4197,9999,7154,8547,16217,4324,2865,22031,6631,5912,7534,2090,2549
"346",9761,4158,5532,17351,10310,NA,4982,18297,12443,28541,3281,8369,5626,36390,6163,6708,9616,5090,11409,2471,24336,5514,14816,7486,5086,8591,11449,6066
"347",6655,28663,52007,6246,7878,NA,4283,19601,12917,15401,95715,12182,25923,8970,7710,28511,13437,42136,22069,5543,4872,3924,4221,41837,12480,5529,5272,2591
"348",42315,14403,3531,7372,34318,NA,10558,24251,7484,12606,10396,11730,10732,3189,5797,11692,16373,3119,3143,5049,5572,24947,5022,6022,15422,36004,4581,12306
"349",19929,8956,8461,5491,4364,NA,2565,4071,27116,2917,2475,24088,6119,48893,8572,3030,33783,3969,2574,3888,2582,15909,31183,54565,17502,25725,4639,6801
"350",18149,19816,12384,2551,13617,NA,13142,6877,7697,14947,11171,6402,6092,8954,2417,5802,4423,19770,8548,3925,98609,5140,11995,5339,10847,9598,2368,4105
"351",14748,12644,3805,19240,14370,NA,36550,7886,5313,9342,26631,4336,23540,4386,11738,3867,3416,3960,5773,9523,24297,14542,33830,6473,2730,4133,11496,8323
"352",4187,19730,6943,9763,29393,NA,2490,38016,4328,4030,27585,12069,5178,12865,4968,13671,4211,16438,2538,29241,10814,3176,2856,10606,17096,23920,16129,16435
"353",1e+05,34525,2916,8445,12279,NA,7095,3866,6158,4903,5788,5387,2430,12873,2410,12823,1e+05,7608,6302,4567,36939,8410,19342,13814,15550,8022,51692,10493
"354",7500,2693,58079,4987,6508,NA,9673,13539,4503,18795,20542,6511,22071,3113,2470,5678,11263,14244,2992,3892,17720,22852,20718,27847,27554,10429,12618,21759
"355",60473,8537,2769,12328,9100,NA,7494,23919,31820,6928,6278,28475,3344,19803,18606,6569,12298,7411,7357,11826,17923,5365,6966,2896,6218,3979,8371,13920
"356",10194,11186,13309,7044,14739,NA,71923,12619,20858,21762,24136,9564,2910,4387,26171,2677,30621,6318,3920,NA,3985,9133,8983,12108,10513,14168,14989,4248
"357",36798,3610,16757,7908,8417,NA,6605,7862,3566,7981,6679,19893,13964,31882,18324,12938,12065,3079,2622,NA,14881,4753,8481,3164,8038,8699,30267,5395
"358",3457,5622,22698,6589,3703,NA,3022,74609,26607,3882,3577,36630,11419,46667,12615,3029,10651,24300,5197,NA,17240,10220,11293,12933,19388,7041,4288,5787
"359",4900,8953,3178,6585,16494,NA,69197,19526,30826,22429,3067,12627,3412,16221,2901,4479,4349,30345,11648,NA,7812,14694,3721,23529,7502,4060,2113,19936
"360",10940,38756,9925,8585,32549,NA,54196,8416,5020,10262,2460,21385,2690,14954,5515,6201,8749,7510,11801,NA,40267,4916,2833,12946,32998,5975,7851,4926
"361",3764,9601,3807,17869,17767,NA,3628,9417,13775,8797,5775,4640,34019,6399,17269,2773,3551,31849,4061,NA,15944,9648,19976,10546,3680,3701,16403,6185
"362",6593,13961,15025,14982,2548,NA,9500,4750,8614,19576,5324,5564,11361,5200,2794,8112,7204,13124,10952,NA,31595,7361,27017,5716,3962,6216,10316,19671
"363",4197,6042,3008,2655,2791,NA,10125,14205,4952,20572,5415,6498,2776,12268,3878,5375,2789,6357,3366,NA,3183,4380,2482,5544,21674,4024,8295,17741
"364",9001,3306,30756,16496,21593,NA,4667,3620,5300,6849,5144,8995,13422,17799,23464,12463,8140,7497,5612,NA,6148,8593,22150,7065,67209,8821,18374,8068
"365",3545,6340,7110,2795,1e+05,NA,5676,13473,7661,3800,2608,21688,3718,10648,11433,33521,14713,30208,3240,NA,11877,4378,28399,3561,1e+05,3798,2902,7604
"366",9602,4644,5332,18260,11785,NA,6934,7042,2877,15969,2679,31702,68714,10791,1e+05,13038,9883,13401,6697,NA,9278,3959,15947,8786,15638,12428,14285,4953
"367",4605,NA,10274,3154,11822,NA,11561,11744,7524,8641,4956,14212,12567,37835,8186,19920,11372,6639,2775,NA,5043,4313,3476,3703,13677,19746,9796,11948
"368",30532,NA,8255,2672,9566,NA,1e+05,6664,17856,7156,5633,2513,12320,2507,7678,25773,3671,6235,8687,NA,7232,2600,3636,4774,2751,4806,26350,2754
"369",7126,NA,11985,17141,1e+05,NA,6220,44820,3035,29306,2556,11900,4320,10100,6621,19570,7778,18775,5450,NA,5263,2597,27351,5065,2418,6305,5137,6039
"370",6415,NA,4966,8587,8728,NA,5999,8728,15881,6588,24344,8457,3078,8692,2863,6712,17966,19595,2435,NA,18672,12977,4490,6266,30946,11271,1e+05,5231
"371",46999,NA,5086,10941,18300,NA,7425,18078,10832,11652,17518,23906,6995,16703,14710,5913,10472,6711,4759,NA,8180,18905,1e+05,26777,24767,2852,5295,6643
"372",14956,NA,4319,8643,3225,NA,86880,5688,5176,17995,5029,3417,8856,7369,5126,24440,5224,2810,11904,NA,9978,6781,4032,4387,4353,4278,5910,31994
"373",12286,NA,5383,13386,10027,NA,5181,2744,20873,18144,14179,9852,4348,12999,4301,24782,2910,1e+05,3911,NA,4157,12890,19427,24381,7458,3697,14477,8373
"374",17710,NA,11799,8511,25003,NA,40868,1e+05,10339,5904,14420,6438,3420,6479,23980,14153,14139,5977,21613,NA,7194,12387,8593,4835,20762,14924,6977,3450
"375",5975,NA,6035,6208,7417,NA,9848,10461,3193,18821,2795,16427,14139,15367,10102,37876,13238,6801,2441,NA,3419,8621,23566,13345,9078,46623,4634,6434
"376",3105,NA,30412,9643,1e+05,NA,5955,7340,21759,24230,26873,22550,26963,32989,2822,15380,3141,2807,2692,NA,28791,5228,2897,5169,13187,4195,2784,4583
"377",6392,NA,2830,4090,7579,NA,11705,19808,6495,30551,74058,26022,5826,14653,2675,4286,5250,17434,5607,NA,4391,9196,13644,4441,10026,46684,13185,3420
"378",12980,NA,2919,4072,11289,NA,4448,12570,4092,8540,18247,6925,12232,4807,3041,3908,3984,6636,7243,NA,13454,3187,6177,8047,6301,3634,3434,3081
"379",8910,NA,2937,18961,3780,NA,3348,16027,2693,2762,21859,7369,15581,21810,25310,5698,32290,9580,5483,NA,3927,5016,12868,14924,15255,9075,10357,10939
"380",4416,NA,5248,3266,15351,NA,6937,2606,15532,16631,3099,38319,9291,5858,78040,4236,3325,7045,3470,NA,4506,26599,14041,9589,21651,2852,1e+05,1e+05
"381",13734,NA,31630,4099,32022,NA,47593,13262,30045,7375,5275,7082,11118,19037,58748,8066,57056,10901,5900,NA,16621,8112,8459,2933,2860,7825,8506,11196
"382",42783,NA,6389,4645,8518,NA,8338,2734,2994,6141,9490,17538,18713,2842,3630,2770,2515,7908,17406,NA,6513,19499,2842,31165,5797,13446,11653,8840
"383",3992,NA,5099,30642,49752,NA,6197,9711,8606,4784,19370,20867,6279,17312,14954,5809,2685,23599,10714,NA,15505,3581,3673,4341,15206,11855,25053,8171
"384",3960,NA,14858,6062,18822,NA,23038,8947,25328,15717,6752,9724,5835,12161,22002,4810,4629,4678,4508,NA,8724,11188,8859,10363,4795,27982,8171,26590
"385",65471,NA,1e+05,5650,6147,NA,9035,25353,13526,15596,12203,3491,4070,4431,7849,6441,26425,4702,6528,NA,10625,6676,79191,3709,79290,11140,5467,7677
"386",10728,NA,9715,4252,9579,NA,13250,2888,4542,5548,9835,5698,14835,3043,5055,3250,10561,4978,12628,NA,7572,3191,5957,9608,2587,4679,2434,4910
"387",18575,NA,12103,41115,26903,NA,22626,10687,7943,3590,6773,4390,19835,5404,4011,8135,7867,14518,24433,NA,8435,2910,38445,4414,4293,19158,3958,12380
"388",14912,NA,3090,4685,38797,NA,10957,7105,3463,25512,6031,1e+05,2694,3707,6349,12276,4928,NA,15602,NA,8527,7138,5834,21185,5751,3746,13739,9610
"389",28576,NA,4605,2456,4236,NA,3291,54624,5539,23898,10245,48868,10056,2845,9189,16143,99546,NA,19031,NA,13244,11964,7216,18554,9501,4603,7116,6860
"390",5230,NA,2597,24119,3185,NA,22466,8028,4307,5132,9994,15034,2449,46557,4184,17416,8639,NA,2882,NA,2932,5276,6581,5449,6826,16717,2906,9814
"391",19222,NA,4847,4414,13396,NA,6111,20730,5463,9016,20784,16906,94512,21309,3572,14459,4953,NA,8892,NA,6501,9765,8953,4114,10790,9358,2443,27754
"392",8797,NA,6730,26344,6822,NA,3614,12717,18048,9136,4106,24039,12612,31331,58903,9357,2626,NA,2668,NA,3343,5304,5079,33751,2520,3886,15339,5129
"393",2857,NA,5386,6683,25413,NA,8051,19076,2527,9460,12307,5891,30742,12737,7223,6172,7971,NA,12466,NA,20433,2837,3403,8649,4662,3417,2213,28440
"394",8144,NA,7872,6946,19771,NA,12073,6347,9958,3690,4623,14406,3715,81621,8681,3748,7941,NA,8060,NA,5316,15509,2607,6538,2559,7914,18551,3454
"395",28237,NA,2763,6308,2566,NA,5887,9712,6702,21986,3580,17908,5960,45891,7348,13907,5952,NA,11786,NA,22799,4304,4775,2594,6851,5869,3517,3002
"396",15397,NA,6416,32494,25907,NA,7829,21843,10119,12044,2744,25417,16350,13951,5482,9973,10953,NA,24429,NA,2441,19174,19211,10995,53149,11220,5079,32633
"397",18237,NA,3528,9046,2496,NA,4824,17369,14047,3384,3978,6193,4086,14256,11701,32755,25891,NA,16088,NA,23447,5526,5516,5539,3302,4530,16270,2836
"398",1e+05,NA,6162,27688,16999,NA,22182,15647,3281,7287,54707,6307,10281,18613,4933,2986,8364,NA,4652,NA,10139,4647,3995,13757,3599,21996,12839,18848
"399",2458,NA,5774,2964,3768,NA,32641,4769,35012,4980,17532,17359,3961,6819,4143,17628,32444,NA,10315,NA,3829,5998,16107,12079,3650,9696,3194,19300
"400",30510,NA,5535,7896,8604,NA,10616,9408,6628,27646,5410,18354,2886,22750,8422,2764,12006,NA,8600,NA,10952,2532,3082,3626,6291,3000,2452,2542
"401",3037,NA,2966,14119,1e+05,NA,11359,6346,2802,4679,9939,3763,18566,6053,11586,44522,7167,NA,23879,NA,4578,22532,15894,13995,29902,6379,10632,6540
"402",7137,NA,15024,2560,5151,NA,33146,11943,3501,9068,5450,2616,17899,2844,19717,11085,2951,NA,24320,NA,3466,19364,24310,6915,9768,5206,8351,18159
"403",9019,NA,4654,10917,24195,NA,28029,5910,6010,7894,11299,1e+05,4316,5655,11578,3134,17510,NA,6586,NA,9485,37164,7271,2510,23231,3845,5306,11457
"404",7784,NA,14606,19373,20520,NA,4878,5736,5152,10596,6851,10907,8166,11032,10474,10765,17743,NA,3251,NA,10217,4573,4852,20961,4945,10459,39521,6502
"405",8231,NA,3709,9156,2992,NA,2965,3483,5327,13329,17080,3065,92042,50788,4654,21912,2964,NA,7645,NA,6348,4572,3352,16215,4832,53949,3941,23405
"406",6408,NA,10389,3260,6408,NA,3339,14350,13732,12964,1e+05,2998,10324,3154,6736,3127,15118,NA,7239,NA,44155,11031,21391,12880,12310,4687,11795,9546
"407",3025,NA,18373,22322,35851,NA,8290,13945,9773,6082,6427,17691,8463,4604,2409,2639,7410,NA,7216,NA,4543,2537,14191,14288,2532,12302,2821,32087
"408",4257,NA,9539,6317,33452,NA,2873,12034,8444,5854,6945,15859,3065,3196,7584,13369,63099,NA,13113,NA,25962,13482,19325,5322,9423,8732,2296,3277
"409",9140,NA,4312,48652,16130,NA,2802,15013,8606,40519,4238,12641,7764,11782,3439,8483,26459,NA,7078,NA,2863,6136,19088,3279,15689,10373,3875,10844
"410",14935,NA,7968,2489,2452,NA,6352,29615,9344,7738,23661,17825,4091,23935,7702,10122,3634,NA,7285,NA,4216,2529,17541,5075,37799,31036,10938,21189
"411",2674,NA,2689,3421,7461,NA,37713,7772,3024,34160,10639,19475,9550,7731,2568,9720,5668,NA,5142,NA,3104,12866,2807,4576,27175,4130,3905,4022
"412",10029,NA,4221,11680,6669,NA,8666,4924,32028,3776,11880,6501,7845,2439,8212,32651,13069,NA,17916,NA,10134,17045,7954,7481,8282,11431,4781,24823
"413",4214,NA,3988,3146,26079,NA,12018,12335,2476,3147,5234,7826,4572,13823,6807,21538,3101,NA,4360,NA,5682,14652,4562,11575,14677,4165,7657,8152
"414",7900,NA,14010,2408,4313,NA,2479,3981,3715,16810,1e+05,27424,25688,11646,2684,9797,55828,NA,14933,NA,15539,6776,17077,6639,12694,11547,4779,97667
"415",9862,NA,31999,7460,5179,NA,6031,7064,4770,20834,9308,14095,9625,17283,2834,5242,4151,NA,3604,NA,9304,15749,5611,2814,5872,3309,3227,23218
"416",21441,NA,11560,15253,6666,NA,14785,8823,2825,4396,79203,3212,12780,23379,5071,2501,4806,NA,7109,NA,4969,7166,7185,6523,2834,27343,28888,3467
"417",6229,NA,10104,13483,18472,NA,6346,4174,10875,4875,4722,7105,13890,4883,98617,7372,2908,NA,3251,NA,9116,2991,6765,3978,7217,6425,2213,7880
"418",15268,NA,7280,19017,3756,NA,48424,8913,4019,7890,11866,22226,9685,8239,16761,17749,6641,NA,5043,NA,8021,18857,4170,3856,7998,11803,1e+05,13374
"419",4950,NA,12921,12680,4979,NA,4131,7961,22433,9908,6864,5590,5955,22741,31275,23007,8535,NA,2455,NA,7157,15415,24715,2818,5543,76857,1e+05,19000
"420",6439,NA,11451,5069,3676,NA,5159,11159,21086,5424,41331,12781,2807,1e+05,3805,13369,13923,NA,6454,NA,16109,13944,2675,6054,13324,5147,2690,12978
"421",6947,NA,NA,14269,2495,NA,14091,9466,2877,4276,1e+05,9313,9042,18779,2751,13978,4133,NA,5177,NA,9949,14590,2536,11042,3235,9347,11788,9328
"422",7062,NA,NA,9394,12930,NA,9846,7728,7513,2880,16578,7325,16151,21158,2907,15035,13679,NA,3951,NA,4285,5480,11150,46470,11797,3892,2322,14798
"423",1e+05,NA,NA,10137,5677,NA,68523,12168,33671,34337,16956,10158,11940,19863,2528,10681,7337,NA,3226,NA,4369,6242,4564,3110,5513,14004,2159,8846
"424",24679,NA,NA,4157,17588,NA,13980,6647,6344,4369,13106,23325,41795,14934,5421,8381,18518,NA,2411,NA,21899,11382,3721,36600,19274,14091,13141,4633
"425",10879,NA,NA,3548,12187,NA,8103,2963,11932,25459,14165,7544,11656,8292,4044,9478,11647,NA,2536,NA,6549,10244,11810,5823,9473,4669,2178,22501
"426",6680,NA,NA,13618,58010,NA,2548,9095,44285,8308,5956,1e+05,2595,4878,NA,11983,6535,NA,11028,NA,4544,2581,5697,6024,6333,15521,6603,8666
"427",6140,NA,NA,2993,3504,NA,7149,5774,4946,59026,19891,5928,2771,11095,NA,25096,9556,NA,6496,NA,11540,24453,3997,6816,4383,2727,18619,3799
"428",NA,NA,NA,5801,12215,NA,12169,10410,2624,2711,10887,4188,16893,51687,NA,2925,17928,NA,20322,NA,4266,5137,14611,3349,17146,4397,18063,4458
"429",NA,NA,NA,13760,30072,NA,6281,6369,16966,13316,4773,21139,16888,5282,NA,1e+05,18906,NA,4315,NA,4041,2798,29711,2894,19069,17031,6429,13819
"430",NA,NA,NA,6920,3847,NA,27029,18241,2782,2639,29046,4859,4845,9520,NA,11263,7170,NA,3522,NA,2478,8418,7302,20180,3585,7474,3518,8335
"431",NA,NA,NA,2856,4299,NA,7934,4055,42159,13855,9632,2734,8465,3477,NA,25922,11847,NA,12596,NA,4666,2886,3960,16675,7754,67229,36889,2592
"432",NA,NA,NA,5138,15147,NA,6567,3885,3222,4101,8172,8015,4217,7127,NA,4348,58210,NA,6797,NA,10194,2750,14606,17675,5776,6525,4184,4772
"433",NA,NA,NA,15610,9691,NA,15072,3346,6146,55232,97494,20985,13328,3747,NA,5818,7769,NA,4431,NA,9653,7431,6393,26321,6499,5794,90228,44638
"434",NA,NA,NA,13220,2998,NA,11781,2698,27182,6746,4716,17467,12063,12468,NA,17327,5024,NA,22728,NA,2938,23037,8800,8597,22171,46169,7002,5000
"435",NA,NA,NA,26086,11499,NA,4700,8908,8326,4883,3582,2479,10765,7719,NA,2595,23447,NA,3826,NA,7462,3253,22373,3769,5144,11568,10808,6155
"436",NA,NA,NA,4466,5586,NA,9953,19986,6645,8508,4485,9608,10857,2697,NA,13664,3482,NA,3503,NA,23708,4711,2717,19599,4795,4103,20833,4752
"437",NA,NA,NA,2412,3405,NA,9351,24221,4537,28646,5189,17854,3820,6994,NA,3792,6974,NA,3076,NA,8090,38102,4266,9331,20923,10868,16421,4027
"438",NA,NA,NA,6001,13989,NA,3347,NA,28920,12516,1e+05,25469,2785,10241,NA,22595,23733,NA,4096,NA,6527,7864,7201,13049,30494,11869,5515,4338
"439",NA,NA,NA,3282,2566,NA,4382,NA,2562,2910,15225,15045,2573,11416,NA,3051,2914,NA,6568,NA,45812,7621,4009,9871,7682,6694,1998,7702
"440",NA,NA,NA,10469,7475,NA,9284,NA,6768,3037,24816,8497,8694,11167,NA,6172,6929,NA,3053,NA,22151,9408,4179,3467,44130,11153,5414,7909
"441",NA,NA,NA,5769,12258,NA,30186,NA,3144,5066,16689,7358,12231,8472,NA,5002,10551,NA,10211,NA,9395,14486,3119,4714,54235,7588,7992,3498
"442",NA,NA,NA,4580,11765,NA,20528,NA,3932,2574,43285,10988,3817,3124,NA,3034,4612,NA,5954,NA,15691,6609,5781,4016,2665,8006,4456,10374
"443",NA,NA,NA,28879,14935,NA,1e+05,NA,2849,7816,13639,8490,11503,33858,NA,25328,8171,NA,6545,NA,16022,3746,5516,5684,10942,4291,5863,6804
"444",NA,NA,NA,7230,5506,NA,9577,NA,7382,15653,19632,5946,14669,18121,NA,2410,2919,NA,5075,NA,6406,6893,3129,11754,80580,24876,10210,9565
"445",NA,NA,NA,3188,3797,NA,13279,NA,27881,16034,10544,17897,3225,87394,NA,6007,5959,NA,7046,NA,7224,26621,2681,7015,5941,35650,20426,89382
"446",NA,NA,NA,9582,2828,NA,3058,NA,22715,2986,11810,25783,8450,5322,NA,7534,6341,NA,34789,NA,10258,13899,4143,13295,8973,2663,2847,4330
"447",NA,NA,NA,5592,11844,NA,2990,NA,2560,16928,12144,3703,11369,4537,NA,12780,2566,NA,6165,NA,15099,12660,4349,4758,8506,19561,2653,46187
"448",NA,NA,NA,14713,10971,NA,16709,NA,4715,2693,6347,25563,14293,6235,NA,4417,6272,NA,4242,NA,14589,7598,25522,3092,7965,4054,24529,5696
"449",NA,NA,NA,46472,7583,NA,14193,NA,3680,16113,30344,7191,6715,19873,NA,4328,7463,NA,40365,NA,91270,3343,3649,8093,4708,16517,3557,6299
"450",NA,NA,NA,8505,17037,NA,8881,NA,13670,15175,3387,6153,10677,17079,NA,13262,2635,NA,27793,NA,5775,4302,5004,6038,6375,11063,20699,21790
"451",NA,NA,NA,NA,7600,NA,2718,NA,4415,7875,13988,13487,40050,36277,NA,7022,NA,NA,3686,NA,5492,12980,10262,2689,4155,9280,4250,27211
"452",NA,NA,NA,NA,20572,NA,16807,NA,7495,30164,11153,4578,3229,13209,NA,16515,NA,NA,9370,NA,3660,20784,4101,7006,1e+05,14070,13671,17335
"453",NA,NA,NA,NA,6375,NA,2559,NA,13379,12041,16550,3009,6314,18557,NA,3877,NA,NA,6800,NA,2690,16217,11283,4648,16846,8115,14503,13506
"454",NA,NA,NA,NA,10925,NA,2920,NA,3672,9896,2826,8865,2576,7800,NA,19266,NA,NA,7525,NA,3800,10513,1e+05,8781,5556,4608,2946,5124
"455",NA,NA,NA,NA,2979,NA,3336,NA,13666,4492,3173,5717,2535,8558,NA,6827,NA,NA,3365,NA,5905,5409,8511,9250,29232,10025,5784,4419
"456",NA,NA,NA,NA,9608,NA,23625,NA,2777,3723,14052,7774,15898,9074,NA,17136,NA,NA,11051,NA,17940,10352,13616,8398,4536,8784,24432,4283
"457",NA,NA,NA,NA,38528,NA,3226,NA,3349,9057,6062,2406,12594,17870,NA,12489,NA,NA,3327,NA,12197,19734,3273,13906,7668,2909,9692,32521
"458",NA,NA,NA,NA,23302,NA,13862,NA,4578,2937,9110,3882,45556,8374,NA,14322,NA,NA,2672,NA,2482,13782,4714,5400,7100,2409,10827,4670
"459",NA,NA,NA,NA,8349,NA,16129,NA,10741,4566,5349,6708,12734,17817,NA,2580,NA,NA,10639,NA,8098,4795,4415,6770,44361,3315,22306,6032
"460",NA,NA,NA,NA,10629,NA,6497,NA,15041,6003,11961,6659,5241,7462,NA,2657,NA,NA,3735,NA,5064,8756,9525,2717,17140,14619,4967,18101
"461",NA,NA,NA,NA,2716,NA,4417,NA,38383,6008,49856,3939,3669,15155,NA,4775,NA,NA,2899,NA,8185,7117,8923,6992,5370,5847,14876,5398
"462",NA,NA,NA,NA,1e+05,NA,12775,NA,18227,2851,11217,12445,5923,28200,NA,23880,NA,NA,5977,NA,3181,9971,15305,7123,3609,3193,6669,12366
"463",NA,NA,NA,NA,30810,NA,2482,NA,5046,38529,11545,4017,2834,9980,NA,9173,NA,NA,6472,NA,16366,51406,4568,2843,9808,14246,4779,34962
